34596.661000426,1,25012807,18,5871600,1,5874400,200,5871600,18
34596.687881421,1,25013096,200,5874200,-1,5874200,200,5871600,18
34596.688577199,3,25013096,200,5874200,-1,5875000,25,5871600,18
34596.689265712,1,25013101,200,5874400,-1,5874400,200,5871600,18
34596.718851449,1,25013439,200,5874200,-1,5874200,200,5871600,18
34596.719692828,3,25013439,200,5874200,-1,5875000,25,5871600,18
34596.720397780,1,25013451,200,5874400,-1,5874400,200,5871600,18
34596.749859831,1,25013791,200,5874200,-1,5874200,200,5871600,18
34596.750558436,3,25013791,200,5874200,-1,5875000,25,5871600,18
34596.751237460,1,25013812,200,5874400,-1,5874400,200,5871600,18
34596.780041607,1,25014064,200,5874200,-1,5874200,200,5871600,18
34596.780154811,3,25012807,18,5871600,1,5874200,200,5871500,18
34596.780159814,3,25012808,18,5871500,1,5874200,200,5871400,18
34596.780160403,3,25012809,18,5871400,1,5874200,200,5871300,200
34596.780727590,3,25014064,200,5874200,-1,5875000,25,5871300,200
34596.781409744,1,25014091,200,5874400,-1,5874400,200,5871300,200
34596.809936550,1,25014398,18,5871500,1,5874400,200,5871500,18
34596.810894578,1,25014424,200,5874200,-1,5874200,200,5871500,18
34596.811596164,3,25014424,200,5874200,-1,5875000,25,5871500,18
34596.812297912,1,25014454,200,5874400,-1,5874400,200,5871500,18
34596.841343314,1,25014823,200,5874200,-1,5874200,200,5871500,18
34596.842045528,3,25014823,200,5874200,-1,5875000,25,5871500,18
34596.842707513,1,25014867,200,5874400,-1,5874400,200,5871500,18
34596.874385726,1,25015239,200,5874200,-1,5874200,200,5871500,18
34596.875108740,3,25015239,200,5874200,-1,5875000,25,5871500,18
34596.875814595,1,25015261,200,5874400,-1,5874400,200,5871500,18
34596.915894355,1,25015687,200,5874200,-1,5874200,200,5871500,18
34596.916742513,3,25015687,200,5874200,-1,5875000,25,5871500,18
34596.917384032,1,25015709,200,5874600,-1,5874600,200,5871500,18
34596.946907996,1,25016046,200,5874400,-1,5874400,200,5871500,18
34596.947015849,3,25014398,18,5871500,1,5874400,200,5871400,18
34596.947026117,3,25014399,18,5871400,1,5874400,200,5871300,200
34596.975901561,1,25016480,200,5874200,-1,5874200,200,5871300,200
34596.976601916,3,25016480,200,5874200,-1,5875000,25,5871300,200
34596.977282434,1,25016493,200,5874600,-1,5874600,200,5871300,200
34597.006924667,1,25017005,200,5874400,-1,5874400,200,5871300,200
34597.035989948,1,25017645,200,5874200,-1,5874200,200,5871300,200
34597.036688827,3,25017645,200,5874200,-1,5875000,25,5871300,200
34597.037389980,1,25017681,200,5874600,-1,5874600,200,5871300,200
34597.045880279,1,25017799,200,5874400,-1,5874400,200,5871300,200
34597.065558224,3,25017799,200,5874400,-1,5875000,25,5871300,200
34597.066198491,1,25018073,100,5874700,-1,5874700,100,5871300,200
34597.076630767,1,25018263,100,5874700,-1,5874700,200,5871300,200
34597.174063819,1,25019888,3,5872000,1,5874700,200,5872000,3
34597.713320719,1,25026755,18,5872000,1,5874700,200,5872000,21
34598.137761624,1,25032631,18,5872200,1,5874700,200,5872200,18
34598.205101692,1,25033654,100,5873500,-1,5873500,100,5872200,18
34598.205675483,4,25033654,100,5873500,-1,5874700,200,5872200,18
34598.205757649,1,25033669,18,5872300,1,5874700,200,5872300,18
34598.205807773,1,25033675,18,5872500,1,5874700,200,5872500,18
34598.476025425,3,25018073,100,5874700,-1,5874700,100,5872500,18
34598.476027698,3,25018263,100,5874700,-1,5875000,25,5872500,18
34598.476182589,3,25033675,18,5872500,1,5875000,25,5872400,18
34598.476206015,3,25033677,18,5872400,1,5875000,25,5872100,18
34598.476207195,3,25032633,18,5872100,1,5875000,25,5872000,3
34598.476666404,1,25038485,100,5875000,-1,5875000,125,5872000,3
34598.487032130,3,25038485,100,5875000,-1,5875000,25,5872000,3
34598.791876298,1,25042161,100,5873000,1,5875000,25,5873000,100
34598.975848909,5,0,25,5873100,1,5875000,25,5873000,100
34598.975848909,5,0,40,5873100,1,5875000,25,5873000,100
34598.975848909,4,25042161,35,5873000,1,5875000,25,5873000,65
34598.976071649,4,25042161,65,5873000,1,5875000,25,5872000,3
34599.420492551,4,25019888,3,5872000,1,5875000,25,5871300,200
34599.528840336,1,25059527,100,5874900,-1,5874900,100,5871300,200
34599.624757414,3,24991672,200,5871300,1,5874900,100,5865700,100
34599.630118126,1,25060921,200,5869800,1,5874900,100,5869800,200
34599.865670847,1,25063745,18,5870100,1,5874900,100,5870100,18
34599.905118562,1,25064370,18,5870400,1,5874900,100,5870400,18
34599.919708896,1,25064847,18,5870700,1,5874900,100,5870700,18
34600.038780366,1,25067881,18,5871000,1,5874900,100,5871000,18
34600.044760100,1,25069362,18,5871300,1,5874900,100,5871300,18
34600.426128502,1,25076381,2,5873900,-1,5873900,2,5871300,18
34600.426285085,3,25069362,18,5871300,1,5873900,2,5869800,200
34600.720309280,1,25079693,100,5872800,-1,5872800,100,5869800,200
34600.722566549,4,25079693,3,5872800,-1,5872800,97,5869800,200
34600.722647649,1,25079737,18,5869800,1,5872800,97,5869800,218
34600.722686059,1,25079741,18,5869900,1,5872800,97,5869900,18
34600.722731377,1,25079744,18,5870100,1,5872800,97,5870100,18
34601.140432891,3,25079744,18,5870100,1,5872800,97,5870000,18
34601.140438541,3,25079745,18,5870000,1,5872800,97,5869900,100
34601.149895707,1,25084472,100,5871800,-1,5871800,100,5869900,100
34601.151775748,3,25084374,100,5869900,1,5871800,100,5869800,200
34601.440741403,1,25089200,18,5870000,1,5871800,100,5870000,18
34601.879529986,3,25089200,18,5870000,1,5871800,100,5869800,200
34602.003474182,5,0,100,5871700,-1,5871800,100,5869800,200
34602.003554252,1,25096741,18,5869800,1,5871800,100,5869800,218
34602.003585670,1,25096747,18,5869900,1,5871800,100,5869900,18
34602.003640018,1,25096751,18,5870100,1,5871800,100,5870100,18
34602.004159919,5,0,97,5871700,-1,5871800,100,5870100,18
34602.004159919,4,25084472,3,5871800,-1,5871800,97,5870100,18
34602.004236651,1,25096762,18,5870200,1,5871800,97,5870200,18
34602.004295740,1,25096764,18,5870300,1,5871800,97,5870300,18
34602.049199832,4,25084472,97,5871800,-1,5872500,150,5870300,18
34602.239835191,1,25099592,100,5872500,-1,5872500,250,5870300,18
34602.239997674,3,25096764,18,5870300,1,5872500,250,5870200,18
34602.240001396,3,25096762,18,5870200,1,5872500,250,5869800,200
34603.019185386,1,25107882,18,5870100,1,5872500,250,5870100,18
34603.020109485,1,25108086,18,5870300,1,5872500,250,5870300,18
34603.029647769,4,25095636,150,5872500,-1,5872500,100,5870300,18
34603.029647769,4,25099592,50,5872500,-1,5872500,50,5870300,18
34603.171871542,3,25108086,18,5870300,1,5872500,50,5870200,18
34603.171874212,3,25108093,18,5870200,1,5872500,50,5865700,100
34603.177141055,1,25116664,200,5868600,1,5872500,50,5868600,200
34603.614011907,1,25125560,18,5868900,1,5872500,50,5868900,18
34603.732522411,3,25125560,18,5868900,1,5872500,50,5868800,18
34603.732523190,3,25125561,18,5868800,1,5872500,50,5868700,18
34603.732524056,3,25125564,18,5868700,1,5872500,50,5868600,218
34603.732528191,3,25125565,18,5868600,1,5872500,50,5868600,200
34604.054191664,1,25132253,18,5868900,1,5872500,50,5868900,18
34604.176210027,1,25133627,18,5869200,1,5872500,50,5869200,18
34604.295126361,1,25137544,18,5869500,1,5872500,50,5869500,18
34604.298735213,1,25137728,18,5869800,1,5872500,50,5869800,18
34604.729000675,3,25137728,18,5869800,1,5872500,50,5869700,18
34604.729014775,3,25137729,18,5869700,1,5872500,50,5868600,200
34604.983801238,1,25147058,18,5868900,1,5872500,50,5868900,18
34605.587350926,1,25154807,18,5869200,1,5872500,50,5869200,18
34605.591916246,1,25154855,18,5869500,1,5872500,50,5869500,18
34605.701487504,1,25155901,18,5869800,1,5872500,50,5869800,18
34605.786671678,1,25156444,18,5870100,1,5872500,50,5870100,18
34605.862436843,1,25157514,18,5870400,1,5872500,50,5870400,18
34605.890403495,4,25099592,50,5872500,-1,5872800,97,5870400,18
34605.890403495,4,25079693,97,5872800,-1,5873900,202,5870400,18
34605.890403495,5,0,53,5872800,-1,5873900,202,5870400,18
34605.890488992,1,25157886,18,5870500,1,5873900,202,5870500,18
34607.676435060,1,25177261,100,5873400,-1,5873400,100,5870500,18
34607.676609940,3,25157886,18,5870500,1,5873400,100,5870200,18
34607.676611081,3,25157517,18,5870200,1,5873400,100,5866000,400
34607.849105313,1,25180556,18,5866300,1,5873400,100,5866300,18
34608.116962050,1,25183807,18,5866600,1,5873400,100,5866600,18
34609.145939242,1,25195611,18,5866900,1,5873400,100,5866900,18
34609.152721760,1,25195724,18,5867200,1,5873400,100,5867200,18
34609.786705062,3,25177261,100,5873400,-1,5873900,2,5867200,18
34609.786844556,3,25195724,18,5867200,1,5873900,2,5867100,18
34609.786860881,3,25195730,18,5867100,1,5873900,2,5866000,400
34609.787344410,1,25201620,100,5873400,-1,5873400,100,5866000,400
34609.787804510,3,25201620,100,5873400,-1,5873900,2,5866000,400
34609.788452977,1,25201639,100,5873700,-1,5873700,100,5866000,400
34609.792228858,3,25201639,100,5873700,-1,5873900,2,5866000,400
34609.792232551,1,25201684,100,5873900,-1,5873900,102,5866000,400
34609.792872857,1,25201687,100,5873900,-1,5873900,202,5866000,400
34609.793826642,1,25201696,100,5873700,-1,5873700,100,5866000,400
34609.806588585,1,25201781,300,5870700,1,5873700,100,5870700,300
34609.807310650,3,25201696,100,5873700,-1,5873900,2,5870700,300
34609.807313130,1,25201790,100,5873900,-1,5873900,102,5870700,300
34609.808003395,1,25201797,100,5873900,-1,5873900,202,5870700,300
34609.808423493,1,25201800,100,5873800,-1,5873800,100,5870700,300
34609.825538443,3,25201800,100,5873800,-1,5873900,2,5870700,300
34609.825541663,1,25201970,100,5873900,-1,5873900,102,5870700,300
34609.826211150,1,25201976,100,5873900,-1,5873900,202,5870700,300
34610.075285755,1,25204845,100,5873600,-1,5873600,100,5870700,300
34610.155690999,1,25205648,100,5873400,-1,5873400,100,5870700,300
34610.202195529,1,25206024,18,5871000,1,5873400,100,5871000,18
34610.284024927,1,25207998,18,5871300,1,5873400,100,5871300,18
34610.286021974,1,25208145,18,5871600,1,5873400,100,5871600,18
34610.287158487,1,25208287,18,5871900,1,5873400,100,5871900,18
34610.289057219,3,25205648,100,5873400,-1,5873900,2,5871900,18
34610.289061405,1,25208983,100,5873900,-1,5873900,102,5871900,18
34610.289760447,1,25209228,100,5873900,-1,5873900,202,5871900,18
34610.298164968,1,25211082,18,5872000,1,5873900,202,5872000,18
34610.527460043,5,0,100,5872100,1,5873900,202,5872000,18
34610.527688316,3,25211082,18,5872000,1,5873900,202,5870700,300
34610.702968766,1,25220059,100,5872300,1,5873900,202,5872300,100
34611.734839015,3,25208983,100,5873900,-1,5873900,102,5872300,100
34611.734841013,3,25209228,100,5873900,-1,5873900,2,5872300,100
34612.711607617,4,25076381,2,5873900,-1,5874100,410,5872300,100
34612.711697682,1,25245502,18,5872400,1,5874100,410,5872400,18
